idx,name,center_x_mm,center_y_mm,center_z_mm,size_x_mm,size_y_mm,size_z_mm,volume_mm3
167,vertical_translation_v8/assembly v13/AUX_GRIPPER:1/AUX_GRIPPER/P_RACK:4/P_RACK/FEETECH_HL_3915_Servo_Motor v4:4/FEETECH_HL_3915_Servo_Motor v4/HL-3608_ASM_121_ASM:1/HL-3608_ASM_121_ASM/M2-4LOUSI_1:2/M2-4LOUSI_1,93.474,64.958,58.594,3.5,5.5,3.5,22.451
168,vertical_translation_v8/assembly v13/AUX_GRIPPER:1/AUX_GRIPPER/P_RACK:4/P_RACK/FEETECH_HL_3915_Servo_Motor v4:4/FEETECH_HL_3915_Servo_Motor v4/HL-3608_ASM_121_ASM:1/HL-3608_ASM_121_ASM/MF85ZZ_1:1/MF85ZZ_1,93.474,70.258,52.094,9.2,2.5,9.2,84.153
169,vertical_translation_v8/assembly v13/AUX_GRIPPER:1/AUX_GRIPPER/P_RACK:4/P_RACK/L_RACK:1/L_RACK,72.559,41.208,52.094,81.681,9.5,20.0,5385.925
170,vertical_translation_v8/assembly v13/AUX_GRIPPER:1/AUX_GRIPPER/P_RACK:4/P_RACK/=>[0:1:1:77]/SOLID,57.737,19.667,53.094,111.474,106.681,22.0,32922.815
171,vertical_translation_v8/assembly v13/AUX_GRIPPER:1/AUX_GRIPPER/=>[0:1:1:78]/SOLID,-2.804,0.0,40.094,62.193,99.7,48.0,56537.51
172,vertical_translation_v8/assembly v13/CNC_arm13_x2_RS05_shaft_coupler v5:1/CNC_arm13_x2_RS05_shaft_coupler v5,-44.4,-0.0,31.982,18.0,36.0,36.0,8168.915
173,vertical_translation_v8/assembly v13/wareshare_st_servo_controller v7:1/wareshare_st_servo_controller v7/Board:1/Board,-19.843,38.2,31.982,33.024,1.6,42.024,2141.508
174,"vertical_translation_v8/assembly v13/wareshare_st_servo_controller v7:1/wareshare_st_servo_controller v7/H1:1/H1/User_Library-DG350-3,5-02P:1/User_Library-DG350-3,5-02P",-34.395,34.492,33.885,3.4,2.984,2.1,3.077
175,"vertical_translation_v8/assembly v13/wareshare_st_servo_controller v7:1/wareshare_st_servo_controller v7/H1:1/H1/User_Library-DG350-3,5-02P:1/User_Library-DG350-3,5-02P_1",-34.395,34.492,30.385,3.4,2.984,2.1,3.077
176,"vertical_translation_v8/assembly v13/wareshare_st_servo_controller v7:1/wareshare_st_servo_controller v7/H1:1/H1/User_Library-DG350-3,5-02P:1/User_Library-DG350-3,5-02P_2",-33.495,31.0,33.885,2.8,3.0,2.8,18.026
177,"vertical_translation_v8/assembly v13/wareshare_st_servo_controller v7:1/wareshare_st_servo_controller v7/H1:1/H1/User_Library-DG350-3,5-02P:1/User_Library-DG350-3,5-02P_3",-33.495,31.0,30.385,2.8,3.0,2.8,18.026
178,"vertical_translation_v8/assembly v13/wareshare_st_servo_controller v7:1/wareshare_st_servo_controller v7/H1:1/H1/User_Library-DG350-3,5-02P:1/User_Library-DG350-3,5-02P_4",-33.495,34.9,32.135,6.8,11.8,8.0,268.93
179,vertical_translation_v8/assembly v13/wareshare_st_servo_controller v7:1/wareshare_st_servo_controller v7/H3:1/H3/X2564WV-03-N0SN:1/X2564WV-03-N0SN,-6.058,36.2,30.514,4.9,9.4,10.0,156.951
180,vertical_translation_v8/assembly v13/wareshare_st_servo_controller v7:1/wareshare_st_servo_controller v7/H5:1/H5/X2564WV-03-N0SN:2/X2564WV-03-N0SN,-6.058,36.2,42.448,4.9,9.4,10.0,156.951
181,vertical_translation_v8/assembly v13/wareshare_st_servo_controller v7:1/wareshare_st_servo_controller v7/Type_C1:1/Type_C1/698b116-264-211:1/698b116-264-211/SOLID:1/SOLID,-33.323,36.23,20.872,7.05,3.56,8.34,65.639
182,vertical_translation_v8/assembly v13/wareshare_st_servo_controller v7:1/wareshare_st_servo_controller v7/Type_C1:1/Type_C1/698b116-264-211:1/698b116-264-211/SOLID (1):1/SOLID (1),-29.875,36.685,23.13,0.87,1.45,0.265,0.062
183,vertical_translation_v8/assembly v13/wareshare_st_servo_controller v7:1/wareshare_st_servo_controller v7/Type_C1:1/Type_C1/698b116-264-211:1/698b116-264-211/SOLID (2):1/SOLID (2),-29.875,36.685,18.615,0.87,1.45,0.265,0.062
184,vertical_translation_v8/assembly v13/wareshare_st_servo_controller v7:1/wareshare_st_servo_controller v7/Type_C1:1/Type_C1/698b116-264-211:1/698b116-264-211/SOLID (3):1/SOLID (3),-29.875,36.685,22.622,0.87,1.45,0.25,0.055
185,vertical_translation_v8/assembly v13/wareshare_st_servo_controller v7:1/wareshare_st_servo_controller v7/Type_C1:1/Type_C1/698b116-264-211:1/698b116-264-211/SOLID (4):1/SOLID (4),-29.875,36.685,19.122,0.87,1.45,0.25,0.055
186,vertical_translation_v8/assembly v13/wareshare_st_servo_controller v7:1/wareshare_st_servo_controller v7/Type_C1:1/Type_C1/698b116-264-211:1/698b116-264-211/SOLID (5):1/SOLID (5),-32.73,36.395,21.122,6.58,2.03,0.25,0.245
187,vertical_translation_v8/assembly v13/wareshare_st_servo_controller v7:1/wareshare_st_servo_controller v7/Type_C1:1/Type_C1/698b116-264-211:1/698b116-264-211/SOLID (6):1/SOLID (6),-32.73,36.395,20.622,6.58,2.03,0.25,0.245
188,vertical_translation_v8/assembly v13/wareshare_st_servo_controller v7:1/wareshare_st_servo_controller v7/Type_C1:1/Type_C1/698b116-264-211:1/698b116-264-211/SOLID (7):1/SOLID (7),-32.73,36.625,21.622,6.58,1.57,0.25,0.227
189,vertical_translation_v8/assembly v13/wareshare_st_servo_controller v7:1/wareshare_st_servo_controller v7/Type_C1:1/Type_C1/698b116-264-211:1/698b116-264-211/SOLID (8):1/SOLID (8),-32.73,36.625,20.122,6.58,1.57,0.25,0.227
190,vertical_translation_v8/assembly v13/wareshare_st_servo_controller v7:1/wareshare_st_servo_controller v7/Type_C1:1/Type_C1/698b116-264-211:1/698b116-264-211/SOLID (9):1/SOLID (9),-33.165,35.96,20.622,5.71,0.24,0.25,0.172
191,vertical_translation_v8/assembly v13/wareshare_st_servo_controller v7:1/wareshare_st_servo_controller v7/Type_C1:1/Type_C1/698b116-264-211:1/698b116-264-211/SOLID (10):1/SOLID (10),-33.165,35.96,21.122,5.71,0.24,0.25,0.172
192,vertical_translation_v8/assembly v13/wareshare_st_servo_controller v7:1/wareshare_st_servo_controller v7/Type_C1:1/Type_C1/698b116-264-211:1/698b116-264-211/SOLID (11):1/SOLID (11),-33.005,36.625,17.872,7.13,1.57,0.85,0.373
193,vertical_translation_v8/assembly v13/wareshare_st_servo_controller v7:1/wareshare_st_servo_controller v7/Type_C1:1/Type_C1/698b116-264-211:1/698b116-264-211/SOLID (12):1/SOLID (12),-32.83,36.395,19.622,6.78,2.03,0.35,0.285
194,vertical_translation_v8/assembly v13/wareshare_st_servo_controller v7:1/wareshare_st_servo_controller v7/Type_C1:1/Type_C1/698b116-264-211:1/698b116-264-211/SOLID (13):1/SOLID (13),-33.265,35.96,19.622,5.91,0.24,0.35,0.213
195,vertical_translation_v8/assembly v13/wareshare_st_servo_controller v7:1/wareshare_st_servo_controller v7/Type_C1:1/Type_C1/698b116-264-211:1/698b116-264-211/SOLID (14):1/SOLID (14),-32.83,36.395,22.122,6.78,2.03,0.35,0.312
196,vertical_translation_v8/assembly v13/wareshare_st_servo_controller v7:1/wareshare_st_servo_controller v7/Type_C1:1/Type_C1/698b116-264-211:1/698b116-264-211/SOLID (15):1/SOLID (15),-33.265,35.96,22.122,5.91,0.24,0.35,0.24
197,vertical_translation_v8/assembly v13/wareshare_st_servo_controller v7:1/wareshare_st_servo_controller v7/Type_C1:1/Type_C1/698b116-264-211:1/698b116-264-211/SOLID (16):1/SOLID (16),-33.005,36.625,23.872,7.13,1.57,0.85,0.375
198,vertical_translation_v8/assembly v13/wareshare_st_servo_controller v7:1/wareshare_st_servo_controller v7/Type_C1:1/Type_C1/698b116-264-211:1/698b116-264-211/SOLID (17):1/SOLID (17),-33.915,35.5,21.622,4.21,0.24,0.25,0.127
199,vertical_translation_v8/assembly v13/wareshare_st_servo_controller v7:1/wareshare_st_servo_controller v7/Type_C1:1/Type_C1/698b116-264-211:1/698b116-264-211/SOLID (18):1/SOLID (18),-33.915,35.5,20.122,4.21,0.24,0.25,0.127
200,vertical_translation_v8/assembly v13/wareshare_st_servo_controller v7:1/wareshare_st_servo_controller v7/Type_C1:1/Type_C1/698b116-264-211:1/698b116-264-211/SOLID (19):1/SOLID (19),-33.005,36.395,17.905,7.13,2.03,1.115,0.501
201,vertical_translation_v8/assembly v13/wareshare_st_servo_controller v7:1/wareshare_st_servo_controller v7/Type_C1:1/Type_C1/698b116-264-211:1/698b116-264-211/SOLID (20):1/SOLID (20),-33.005,36.395,23.84,7.13,2.03,1.115,0.496
202,vertical_translation_v8/assembly v13/wareshare_st_servo_controller v7:1/wareshare_st_servo_controller v7/Type_C1:1/Type_C1/698b116-264-211:1/698b116-264-211/SOLID (21):1/SOLID (21),-33.383,36.23,20.872,7.53,4.16,9.58,46.164
203,vertical_translation_v8/assembly v13/wareshare_st_servo_controller v7:1/wareshare_st_servo_controller v7/R3:1/R3/R0603:2/R0603/R_0603-3615_AF0_ASM:1/R_0603-3615_AF0_ASM/R_0603-3601_AF0_ASM:1/R_0603-3601_AF0_ASM/_2_1_2_3_4_AF0:1/_2_1_2_3_4_AF0,-23.419,37.2,19.182,0.25,0.4,0.8,0.031
204,vertical_translation_v8/assembly v13/wareshare_st_servo_controller v7:1/wareshare_st_servo_controller v7/R3:1/R3/R0603:2/R0603/R_0603-3615_AF0_ASM:1/R_0603-3615_AF0_ASM/R_0603-3601_AF0_ASM:1/R_0603-3601_AF0_ASM/_7_1_2_AF0:1/_7_1_2_AF0,-24.094,37.2,19.182,1.5,0.401,0.8,0.448
205,vertical_translation_v8/assembly v13/wareshare_st_servo_controller v7:1/wareshare_st_servo_controller v7/R3:1/R3/R0603:2/R0603/R_0603-3615_AF0_ASM:1/R_0603-3615_AF0_ASM/R_0603-3601_AF0_ASM:1/R_0603-3601_AF0_ASM/5_1_2_3_400:1/5_1_2_3_400,-24.769,37.2,19.182,0.25,0.4,0.8,0.031
206,vertical_translation_v8/assembly v13/wareshare_st_servo_controller v7:1/wareshare_st_servo_controller v7/R2:1/R2/R0603:1/R0603/R_0603-3615_AF0_ASM:1/R_0603-3615_AF0_ASM/R_0603-3601_AF0_ASM:1/R_0603-3601_AF0_ASM/_2_1_2_3_4_AF0:1/_2_1_2_3_4_AF0,-23.419,37.2,17.165,0.25,0.4,0.8,0.031
207,vertical_translation_v8/assembly v13/wareshare_st_servo_controller v7:1/wareshare_st_servo_controller v7/R2:1/R2/R0603:1/R0603/R_0603-3615_AF0_ASM:1/R_0603-3615_AF0_ASM/R_0603-3601_AF0_ASM:1/R_0603-3601_AF0_ASM/_7_1_2_AF0:1/_7_1_2_AF0,-24.094,37.2,17.165,1.5,0.401,0.8,0.448
208,vertical_translation_v8/assembly v13/wareshare_st_servo_controller v7:1/wareshare_st_servo_controller v7/R2:1/R2/R0603:1/R0603/R_0603-3615_AF0_ASM:1/R_0603-3615_AF0_ASM/R_0603-3601_AF0_ASM:1/R_0603-3601_AF0_ASM/5_1_2_3_400:1/5_1_2_3_400,-24.769,37.2,17.165,0.25,0.4,0.8,0.031
209,vertical_translation_v8/assembly v13/wareshare_st_servo_controller v7:1/wareshare_st_servo_controller v7/D2:1/D2/SOD323:1/SOD323,-13.093,36.85,39.832,2.7,1.1,1.25,2.202
210,vertical_translation_v8/assembly v13/wareshare_st_servo_controller v7:1/wareshare_st_servo_controller v7/C6:1/C6/User_Library-0603_SMD_Capacitor:6/User_Library-0603_SMD_Capacitor,-27.343,37.249,24.132,0.8,0.302,1.6,0.384
211,vertical_translation_v8/assembly v13/wareshare_st_servo_controller v7:1/wareshare_st_servo_controller v7/C7:1/C7/C_0603:1/C_0603/C_0603-7177_AF0_ASM:1/C_0603-7177_AF0_ASM/C_0603-683_AF0_ASM:1/C_0603-683_AF0_ASM/2_1_200:1/2_1_200,-24.743,36.975,15.164,0.3,0.82,0.82,0.201
212,vertical_translation_v8/assembly v13/wareshare_st_servo_controller v7:1/wareshare_st_servo_controller v7/C7:1/C7/C_0603:1/C_0603/C_0603-7177_AF0_ASM:1/C_0603-7177_AF0_ASM/C_0603-683_AF0_ASM:1/C_0603-683_AF0_ASM/_1_1_20001:1/_1_1_20001,-24.093,36.975,15.164,1.0,0.8,0.8,0.639
213,vertical_translation_v8/assembly v13/wareshare_st_servo_controller v7:1/wareshare_st_servo_controller v7/C7:1/C7/C_0603:1/C_0603/C_0603-7177_AF0_ASM:1/C_0603-7177_AF0_ASM/C_0603-683_AF0_ASM:1/C_0603-683_AF0_ASM/3_1_2_A:1/3_1_2_A,-23.443,36.975,15.164,0.3,0.82,0.82,0.201
214,vertical_translation_v8/assembly v13/wareshare_st_servo_controller v7:1/wareshare_st_servo_controller v7/C5:1/C5/User_Library-0603_SMD_Capacitor:5/User_Library-0603_SMD_Capacitor,-24.093,37.249,21.082,1.6,0.302,0.8,0.384
215,vertical_translation_v8/assembly v13/wareshare_st_servo_controller v7:1/wareshare_st_servo_controller v7/C4:1/C4/User_Library-0603_SMD_Capacitor:4/User_Library-0603_SMD_Capacitor,-13.148,37.249,35.593,1.6,0.302,0.8,0.384
216,vertical_translation_v8/assembly v13/wareshare_st_servo_controller v7:1/wareshare_st_servo_controller v7/C3:1/C3/User_Library-0603_SMD_Capacitor:3/User_Library-0603_SMD_Capacitor,-16.598,37.249,34.593,0.8,0.302,1.6,0.384
217,vertical_translation_v8/assembly v13/wareshare_st_servo_controller v7:1/wareshare_st_servo_controller v7/C2:1/C2/User_Library-0603_SMD_Capacitor:2/User_Library-0603_SMD_Capacitor,-18.893,37.249,26.532,0.8,0.302,1.6,0.384
218,vertical_translation_v8/assembly v13/wareshare_st_servo_controller v7:1/wareshare_st_servo_controller v7/C1:1/C1/User_Library-0603_SMD_Capacitor:1/User_Library-0603_SMD_Capacitor,-24.093,37.249,27.432,1.6,0.302,0.8,0.384
219,vertical_translation_v8/assembly v13/wareshare_st_servo_controller v7:1/wareshare_st_servo_controller v7/R6:1/R6/R0603:5/R0603/R_0603-3615_AF0_ASM:1/R_0603-3615_AF0_ASM/R_0603-3601_AF0_ASM:1/R_0603-3601_AF0_ASM/_2_1_2_3_4_AF0:1/_2_1_2_3_4_AF0,-13.693,37.2,43.307,0.8,0.4,0.25,0.031
220,vertical_translation_v8/assembly v13/wareshare_st_servo_controller v7:1/wareshare_st_servo_controller v7/R6:1/R6/R0603:5/R0603/R_0603-3615_AF0_ASM:1/R_0603-3615_AF0_ASM/R_0603-3601_AF0_ASM:1/R_0603-3601_AF0_ASM/_7_1_2_AF0:1/_7_1_2_AF0,-13.693,37.2,42.632,0.8,0.401,1.5,0.448
221,vertical_translation_v8/assembly v13/wareshare_st_servo_controller v7:1/wareshare_st_servo_controller v7/R6:1/R6/R0603:5/R0603/R_0603-3615_AF0_ASM:1/R_0603-3615_AF0_ASM/R_0603-3601_AF0_ASM:1/R_0603-3601_AF0_ASM/5_1_2_3_400:1/5_1_2_3_400,-13.693,37.2,41.957,0.8,0.4,0.25,0.031
222,vertical_translation_v8/assembly v13/wareshare_st_servo_controller v7:1/wareshare_st_servo_controller v7/R5:1/R5/R0603:4/R0603/R_0603-3615_AF0_ASM:1/R_0603-3615_AF0_ASM/R_0603-3601_AF0_ASM:1/R_0603-3601_AF0_ASM/_2_1_2_3_4_AF0:1/_2_1_2_3_4_AF0,-16.953,37.2,37.587,0.25,0.4,0.8,0.031
223,vertical_translation_v8/assembly v13/wareshare_st_servo_controller v7:1/wareshare_st_servo_controller v7/R5:1/R5/R0603:4/R0603/R_0603-3615_AF0_ASM:1/R_0603-3615_AF0_ASM/R_0603-3601_AF0_ASM:1/R_0603-3601_AF0_ASM/_7_1_2_AF0:1/_7_1_2_AF0,-16.278,37.2,37.587,1.5,0.401,0.8,0.448
224,vertical_translation_v8/assembly v13/wareshare_st_servo_controller v7:1/wareshare_st_servo_controller v7/R5:1/R5/R0603:4/R0603/R_0603-3615_AF0_ASM:1/R_0603-3615_AF0_ASM/R_0603-3601_AF0_ASM:1/R_0603-3601_AF0_ASM/5_1_2_3_400:1/5_1_2_3_400,-15.603,37.2,37.587,0.25,0.4,0.8,0.031
225,vertical_translation_v8/assembly v13/wareshare_st_servo_controller v7:1/wareshare_st_servo_controller v7/R4:1/R4/R0603:3/R0603/R_0603-3615_AF0_ASM:1/R_0603-3615_AF0_ASM/R_0603-3601_AF0_ASM:1/R_0603-3601_AF0_ASM/_2_1_2_3_4_AF0:1/_2_1_2_3_4_AF0,-12.193,37.2,43.307,0.8,0.4,0.25,0.031
226,vertical_translation_v8/assembly v13/wareshare_st_servo_controller v7:1/wareshare_st_servo_controller v7/R4:1/R4/R0603:3/R0603/R_0603-3615_AF0_ASM:1/R_0603-3615_AF0_ASM/R_0603-3601_AF0_ASM:1/R_0603-3601_AF0_ASM/_7_1_2_AF0:1/_7_1_2_AF0,-12.193,37.2,42.632,0.8,0.401,1.5,0.448
227,vertical_translation_v8/assembly v13/wareshare_st_servo_controller v7:1/wareshare_st_servo_controller v7/R4:1/R4/R0603:3/R0603/R_0603-3615_AF0_ASM:1/R_0603-3615_AF0_ASM/R_0603-3601_AF0_ASM:1/R_0603-3601_AF0_ASM/5_1_2_3_400:1/5_1_2_3_400,-12.193,37.2,41.957,0.8,0.4,0.25,0.031
228,vertical_translation_v8/assembly v13/wareshare_st_servo_controller v7:1/wareshare_st_servo_controller v7/Q1:1/Q1/SOT-23:1/SOT-23,-12.928,36.75,46.287,3.0,1.3,3.0,6.418
229,vertical_translation_v8/assembly v13/wareshare_st_servo_controller v7:1/wareshare_st_servo_controller v7/M1:1/M1/User_Library-sop-8:1/User_Library-sop-8,-24.197,36.6,31.96,6.042,1.6,5.02,28.033
230,vertical_translation_v8/assembly v13/wareshare_st_servo_controller v7:1/wareshare_st_servo_controller v7/C10:1/C10/C_0603:3/C_0603/C_0603-7177_AF0_ASM:1/C_0603-7177_AF0_ASM/C_0603-683_AF0_ASM:1/C_0603-683_AF0_ASM/2_1_200:1/2_1_200,-17.878,36.975,43.637,0.3,0.82,0.82,0.201
231,vertical_translation_v8/assembly v13/wareshare_st_servo_controller v7:1/wareshare_st_servo_controller v7/C10:1/C10/C_0603:3/C_0603/C_0603-7177_AF0_ASM:1/C_0603-7177_AF0_ASM/C_0603-683_AF0_ASM:1/C_0603-683_AF0_ASM/_1_1_20001:1/_1_1_20001,-17.228,36.975,43.637,1.0,0.8,0.8,0.639
232,vertical_translation_v8/assembly v13/wareshare_st_servo_controller v7:1/wareshare_st_servo_controller v7/C10:1/C10/C_0603:3/C_0603/C_0603-7177_AF0_ASM:1/C_0603-7177_AF0_ASM/C_0603-683_AF0_ASM:1/C_0603-683_AF0_ASM/3_1_2_A:1/3_1_2_A,-16.578,36.975,43.637,0.3,0.82,0.82,0.201
233,vertical_translation_v8/assembly v13/wareshare_st_servo_controller v7:1/wareshare_st_servo_controller v7/C9:1/C9/C_0603:2/C_0603/C_0603-7177_AF0_ASM:1/C_0603-7177_AF0_ASM/C_0603-683_AF0_ASM:1/C_0603-683_AF0_ASM/2_1_200:1/2_1_200,-12.394,36.975,37.582,0.3,0.82,0.82,0.201
234,vertical_translation_v8/assembly v13/wareshare_st_servo_controller v7:1/wareshare_st_servo_controller v7/C9:1/C9/C_0603:2/C_0603/C_0603-7177_AF0_ASM:1/C_0603-7177_AF0_ASM/C_0603-683_AF0_ASM:1/C_0603-683_AF0_ASM/_1_1_20001:1/_1_1_20001,-13.044,36.975,37.582,1.0,0.8,0.8,0.639
235,vertical_translation_v8/assembly v13/wareshare_st_servo_controller v7:1/wareshare_st_servo_controller v7/C9:1/C9/C_0603:2/C_0603/C_0603-7177_AF0_ASM:1/C_0603-7177_AF0_ASM/C_0603-683_AF0_ASM:1/C_0603-683_AF0_ASM/3_1_2_A:1/3_1_2_A,-13.694,36.975,37.582,0.3,0.82,0.82,0.201
236,vertical_translation_v8/assembly v13/wareshare_st_servo_controller v7:1/wareshare_st_servo_controller v7/C8:1/C8/User_Library-0603_SMD_Capacitor:7/User_Library-0603_SMD_Capacitor,-13.148,37.249,33.743,1.6,0.302,0.8,0.384
237,vertical_translation_v8/assembly v13/wareshare_st_servo_controller v7:1/wareshare_st_servo_controller v7/U2:1/U2/TO-223:1/TO-223/User_Library-TO-223_1_1:1/User_Library-TO-223_1_1,-14.321,36.57,28.487,6.485,1.616,3.493,33.03
238,vertical_translation_v8/assembly v13/wareshare_st_servo_controller v7:1/wareshare_st_servo_controller v7/U2:1/U2/TO-223:1/TO-223/User_Library-TO-223_2_1:1/User_Library-TO-223_2_1,-14.321,37.059,25.902,3.04,0.758,1.81,1.614
239,vertical_translation_v8/assembly v13/wareshare_st_servo_controller v7:1/wareshare_st_servo_controller v7/U2:1/U2/TO-223:1/TO-223/User_Library-TO-223_3_1:1/User_Library-TO-223_3_1,-16.621,37.059,31.073,0.74,0.758,1.81,0.393
240,vertical_translation_v8/assembly v13/wareshare_st_servo_controller v7:1/wareshare_st_servo_controller v7/U2:1/U2/TO-223:1/TO-223/User_Library-TO-223_4_1:1/User_Library-TO-223_4_1,-14.321,37.059,31.073,0.74,0.758,1.81,0.393
241,vertical_translation_v8/assembly v13/wareshare_st_servo_controller v7:1/wareshare_st_servo_controller v7/U2:1/U2/TO-223:1/TO-223/User_Library-TO-223_5_1:1/User_Library-TO-223_5_1,-12.021,37.059,31.073,0.74,0.758,1.81,0.393
242,vertical_translation_v8/assembly v13/wareshare_st_servo_controller v7:1/wareshare_st_servo_controller v7/U1:1/U1/User_Library-QFN-16:1/User_Library-QFN-16,-24.089,36.95,24.22,3.002,0.9,3.002,8.01
243,vertical_translation_v8/assembly v13/wareshare_st_servo_controller v7:1/wareshare_st_servo_controller v7/R9:1/R9/R0603:9/R0603/R_0603-3615_AF0_ASM:1/R_0603-3615_AF0_ASM/R_0603-3601_AF0_ASM:1/R_0603-3601_AF0_ASM/_2_1_2_3_4_AF0:1/_2_1_2_3_4_AF0,-23.419,37.2,13.132,0.25,0.4,0.8,0.031
244,vertical_translation_v8/assembly v13/wareshare_st_servo_controller v7:1/wareshare_st_servo_controller v7/R9:1/R9/R0603:9/R0603/R_0603-3615_AF0_ASM:1/R_0603-3615_AF0_ASM/R_0603-3601_AF0_ASM:1/R_0603-3601_AF0_ASM/_7_1_2_AF0:1/_7_1_2_AF0,-24.094,37.2,13.132,1.5,0.401,0.8,0.448
245,vertical_translation_v8/assembly v13/wareshare_st_servo_controller v7:1/wareshare_st_servo_controller v7/R9:1/R9/R0603:9/R0603/R_0603-3615_AF0_ASM:1/R_0603-3615_AF0_ASM/R_0603-3601_AF0_ASM:1/R_0603-3601_AF0_ASM/5_1_2_3_400:1/5_1_2_3_400,-24.769,37.2,13.132,0.25,0.4,0.8,0.031
246,vertical_translation_v8/assembly v13/wareshare_st_servo_controller v7:1/wareshare_st_servo_controller v7/LED1:1/LED1/User_Library-LED_0603_R:1/User_Library-LED_0603_R/User_Library-LED_0603_R_Pad004:1/User_Library-LED_0603_R_Pad004,-26.894,37.401,13.132,0.4,0.002,0.8,0.0
247,vertical_translation_v8/assembly v13/wareshare_st_servo_controller v7:1/wareshare_st_servo_controller v7/LED1:1/LED1/User_Library-LED_0603_R:1/User_Library-LED_0603_R/User_Library-LED_0603_R_Fillet:1/User_Library-LED_0603_R_Fillet,-26.894,37.0,13.132,1.0,0.4,0.7,0.262
248,vertical_translation_v8/assembly v13/wareshare_st_servo_controller v7:1/wareshare_st_servo_controller v7/LED1:1/LED1/User_Library-LED_0603_R:1/User_Library-LED_0603_R/User_Library-LED_0603_R_Pocket001:1/User_Library-LED_0603_R_Pocket001,-26.294,37.3,13.132,0.4,0.2,0.8,0.051
249,vertical_translation_v8/assembly v13/wareshare_st_servo_controller v7:1/wareshare_st_servo_controller v7/LED1:1/LED1/User_Library-LED_0603_R:1/User_Library-LED_0603_R/User_Library-LED_0603_R_Pad:1/User_Library-LED_0603_R_Pad,-26.894,37.3,13.132,0.8,0.2,0.8,0.128
250,vertical_translation_v8/assembly v13/wareshare_st_servo_controller v7:1/wareshare_st_servo_controller v7/D4:1/D4/SOD323:4/SOD323,-18.843,36.85,30.332,1.25,1.1,2.7,2.202
251,vertical_translation_v8/assembly v13/wareshare_st_servo_controller v7:1/wareshare_st_servo_controller v7/D3:1/D3/SOD323:3/SOD323,-18.843,36.85,34.632,1.25,1.1,2.7,2.202
252,vertical_translation_v8/assembly v13/wareshare_st_servo_controller v7:1/wareshare_st_servo_controller v7/H4:1/H4/1653246912:1/1653246912/Extruded (4):1/Extruded (4),-20.469,34.0,16.067,1.107,11.2,1.106,10.386
253,vertical_translation_v8/assembly v13/wareshare_st_servo_controller v7:1/wareshare_st_servo_controller v7/H4:1/H4/840721760:5/840721760/Extruded (2):1/Extruded (2),-15.389,34.0,18.607,1.107,11.2,1.106,10.386
254,vertical_translation_v8/assembly v13/wareshare_st_servo_controller v7:1/wareshare_st_servo_controller v7/H4:1/H4/840721760:6/840721760/Extruded (2):1/Extruded (2),-15.389,34.0,16.067,1.107,11.2,1.106,10.386
255,vertical_translation_v8/assembly v13/wareshare_st_servo_controller v7:1/wareshare_st_servo_controller v7/H4:1/H4/840721760:7/840721760/Extruded (2):1/Extruded (2),-17.929,34.0,18.607,1.107,11.2,1.106,10.386
256,vertical_translation_v8/assembly v13/wareshare_st_servo_controller v7:1/wareshare_st_servo_controller v7/H4:1/H4/840721760:8/840721760/Extruded (2):1/Extruded (2),-17.929,34.0,16.067,1.107,11.2,1.106,10.386
257,vertical_translation_v8/assembly v13/wareshare_st_servo_controller v7:1/wareshare_st_servo_controller v7/H4:1/H4/840721760:9/840721760/Extruded (2):1/Extruded (2),-20.469,34.0,18.607,1.107,11.2,1.106,10.386
258,vertical_translation_v8/assembly v13/wareshare_st_servo_controller v7:1/wareshare_st_servo_controller v7/H4:1/H4/840721632:3/840721632/Extruded (3):1/Extruded (3),-15.398,36.85,17.324,2.327,1.1,4.862,12.006
259,vertical_translation_v8/assembly v13/wareshare_st_servo_controller v7:1/wareshare_st_servo_controller v7/H4:1/H4/840721632:4/840721632/Extruded (3):1/Extruded (3),-17.938,36.85,17.324,2.327,1.1,4.862,12.006
260,vertical_translation_v8/assembly v13/wareshare_st_servo_controller v7:1/wareshare_st_servo_controller v7/H4:1/H4/840721632:5/840721632/Extruded (3):1/Extruded (3),-20.478,36.85,17.324,2.327,1.1,4.862,12.006
261,vertical_translation_v8/assembly v13/wareshare_st_servo_controller v7:1/wareshare_st_servo_controller v7/R1:1/R1/R0603:8/R0603/R_0603-3615_AF0_ASM:1/R_0603-3615_AF0_ASM/R_0603-3601_AF0_ASM:1/R_0603-3601_AF0_ASM/_2_1_2_3_4_AF0:1/_2_1_2_3_4_AF0,-25.419,37.2,35.782,0.25,0.4,0.8,0.031
262,vertical_translation_v8/assembly v13/wareshare_st_servo_controller v7:1/wareshare_st_servo_controller v7/R1:1/R1/R0603:8/R0603/R_0603-3615_AF0_ASM:1/R_0603-3615_AF0_ASM/R_0603-3601_AF0_ASM:1/R_0603-3601_AF0_ASM/_7_1_2_AF0:1/_7_1_2_AF0,-26.094,37.2,35.782,1.5,0.401,0.8,0.448
263,vertical_translation_v8/assembly v13/wareshare_st_servo_controller v7:1/wareshare_st_servo_controller v7/R1:1/R1/R0603:8/R0603/R_0603-3615_AF0_ASM:1/R_0603-3615_AF0_ASM/R_0603-3601_AF0_ASM:1/R_0603-3601_AF0_ASM/5_1_2_3_400:1/5_1_2_3_400,-26.769,37.2,35.782,0.25,0.4,0.8,0.031
